n1,n2,lpt,mx
2.161493658,1.987151155,2.392473085,no
2.67775539,2.203803654,1.372020585,no
2.843516052,2.552677049,1.530031988,no
2.258737556,2.371732241,1.600820213,no
2.868250401,2.442486378,2.541353023,no
2.32534287,2.765321807,2.765923735,no
2.68670499,2.942134761,2.778307922,no
2.387021713,2.688176666,1.670233942,no
2.010622174,1.571663726,2.161764321,no
2.279629713,2.039538858,2.073738906,no
1.562543082,1.516220854,2.296485374,no
2.536879413,1.735184844,3.015822136,no
2.454448118,2.128820502,2.343106679,no
1.934703223,2.055639275,2.010434427,no
1.37163225,2.178407228,1.520127898,no
2.222812255,2.750405023,1.600430655,no
2.052238897,2.991011279,1.845020769,no
2.614661393,2.150589087,2.223461121,no
2.192946289,2.438515335,1.677822534,no
1.404296399,2.298454136,1.829424598,no
2.49934394,2.232753262,2.39233316,no
2.246723873,1.889194176,2.61363272,no
2.991050446,2.352409902,1.669578572,no
2.686581953,2.078317109,2.361542094,no
2.259186975,2.176916622,2.809919008,no
2.05123059,1.583594157,2.172773979,no
1.71656183,2.813177941,2.139230349,no
3.316430691,2.103048822,2.642144736,no
2.016542169,1.402605635,2.011789843,no
2.319872944,1.550047354,2.329857399,no
2.277818455,1.828902979,2.188747797,no
2.551298946,1.884261623,1.792013615,no
2.421613165,1.976925577,2.38192742,no
2.356914592,1.560399898,2.07652755,no
2.190480914,2.910725926,1.880733069,no
2.545471327,2.305336392,2.457051527,no
1.954657837,2.680260151,2.396880294,no
2.406625952,2.420393947,2.2508084,no
2.259131686,2.591803904,2.649818812,no
2.354438723,1.970213104,2.316135904,no
2.0492604,2.641130744,2.331126038,no
2.329164593,1.72077624,1.935040574,no
2.30829049,2.65233258,2.650259719,no
1.885691483,2.527699583,2.459721534,no
2.312992092,2.357094338,1.985987293,no
2.258237816,1.970642691,1.908394874,no
2.21189511,1.510568167,1.96194451,no
2.707325145,1.814129804,2.439861946,no
2.776322394,1.792082747,1.847418284,no
1.767642195,2.422140184,2.600134239,no
2.917767686,2.432784461,2.399338788,no
2.442239862,2.193030529,2.69360475,no
2.006854512,2.138801376,2.208142328,no
2.359695948,1.872747125,2.196282603,no
1.646338026,2.559753864,2.005618481,no
1.886991521,2.583102713,1.412614294,no
1.353717061,2.846689618,1.946241657,no
2.098747107,2.966524817,2.543696786,no
2.50996441,2.335234749,2.586492213,no
2.30403496,2.512475159,2.059001205,no
2.331823232,2.175060242,2.90256082,no
2.370714896,2.630354313,2.344531283,no
2.447879065,2.712376035,1.865380991,no
2.435578399,2.192349172,2.623589777,no
1.527122721,2.179867464,2.190536149,no
3.002581064,1.554425226,2.475958322,no
2.814479606,3.036033888,2.406707022,no
3.05047692,2.237169676,2.850302709,no
2.617161821,1.878519875,2.067872996,no
1.879654531,1.578842833,2.036436213,no
2.638613825,2.893292037,2.756616999,no
1.981762392,2.501924395,2.794377235,no
2.448460887,1.997167424,2.107583268,no
1.947351435,2.032079561,2.505301423,no
2.591076046,2.353522663,2.499598245,no
2.270156695,1.952429733,1.44944247,no
2.56724485,2.117626284,2.290093473,no
3.002671528,3.329273149,2.687686451,no
2.315432092,2.069566198,2.166912579,no
2.074000305,3.260351428,1.083644182,no
2.191149654,2.391932573,2.745451913,no
2.36355968,2.771656177,2.219811988,no
2.675386277,1.78948525,2.51026406,no
2.587840616,2.567541558,2.294439697,no
2.518626026,2.359235091,1.659487012,no
1.965799001,2.53977916,2.18832628,no
1.954218526,2.64942214,2.668733847,no
1.152471501,2.654364192,2.305079553,no
2.627580559,3.068379044,2.088390769,no
2.465957309,2.433801889,2.419000998,no
2.65732509,2.387759448,2.686042161,no
1.53922548,1.675736654,2.161174159,no
2.337932737,1.596943952,1.706962411,no
2.953299768,2.501043747,2.571749224,no
2.361641568,2.540766938,3.249457089,no
2.376838597,2.314940954,1.819648288,no
1.907710108,2.379340255,2.738219512,no
2.197523373,1.83471857,2.010361553,no
2.148355568,2.53176877,1.79045555,no
2.480595588,2.277576152,2.335643714,no
1.887294801,2.273199112,1.482397929,no
2.502320207,2.232336007,2.112783206,no
2.441794432,2.250593085,2.604836695,no
2.01815663,2.942587715,2.039555172,no
2.276614725,1.83156465,2.728701388,no
2.089686482,2.347038537,2.008371973,no
2.602278064,1.750412002,1.431675991,no
2.729249287,1.977784054,1.996356399,no
2.805881181,2.343600684,2.01521489,no
1.869537198,2.101580203,1.739763302,no
2.108768973,2.026326456,2.024371039,no
1.886346857,1.918842361,2.592743243,no
2.053150699,2.116974113,1.693916847,no
2.409645847,2.815436229,1.987521905,no
2.508076875,1.724450204,2.410994647,no
1.623963994,2.035457996,2.020108829,no
1.900735889,1.854315539,2.780996113,no
1.734947989,2.045130199,2.34810263,no
2.31101289,2.709882347,2.81885411,no
1.700419284,2.115667528,2.157599501,no
2.039880464,2.561524266,2.273360393,no
2.770088365,1.594928817,2.499795794,no
2.151132022,2.189369543,2.674336528,no
2.578018253,2.360505416,3.534185204,no
2.444469099,2.507211932,1.942638795,no
2.39849958,1.521709105,2.843708194,no
2.281530741,2.345000605,1.613399716,no
2.161868419,2.870268155,2.789218065,no
2.239036646,1.891905186,2.616638404,no
3.009060983,1.891519553,1.974751824,no
2.634501408,2.530072329,2.872242929,no
2.85123235,2.272204213,2.225530666,no
2.074465325,1.983157731,2.206018741,no
2.372294091,1.956321522,2.505147371,no
2.112175499,2.238054885,2.734218802,no
2.085986169,2.56977994,2.248229576,no
2.068369014,2.435985983,1.889173316,no
2.479786469,1.389310155,2.033333178,no
1.278136611,2.733157744,2.505739478,no
2.426977033,2.50631001,3.046387329,no
2.148971816,1.849603679,1.658715358,no
2.078946643,1.848181484,1.828663195,no
2.061205473,1.970379693,2.326835295,no
3.006292996,1.586216387,2.777202497,no
2.071364575,2.376389256,1.821437093,no
2.907528474,1.590975168,2.6481117,no
1.877774786,2.004281014,2.400152451,no
2.064473529,2.153674084,2.321269438,no
2.744660508,2.021157129,2.012106014,no
2.114916577,1.90526376,2.134242122,no
2.32558745,2.384236042,2.137130811,no
2.050934998,2.638483633,2.346953165,no
2.254195472,2.141835971,2.267737364,no
3.012621626,2.046231486,2.705833758,no
2.430325621,2.542060978,2.69841416,no
2.242243761,1.756532446,2.427331823,no
2.198136624,2.371186709,2.499803157,no
2.289692015,2.936474918,2.100912337,no
2.306443326,1.671076055,1.905284335,no
2.112731976,2.514528769,2.719886269,no
2.493572811,2.347055182,2.822446472,no
1.94995218,1.755783464,2.733270628,no
1.726438534,2.012235961,1.529576595,no
2.022322638,1.787557497,2.452759601,no
2.845457696,2.407702298,1.971235322,no
2.655705454,2.479556249,1.617670677,no
2.032785688,2.448919052,1.990896201,no
2.800073921,2.428993992,2.655390728,no
1.765421694,2.828185197,2.165262282,no
2.172077933,1.856618666,2.291810373,no
3.071312979,2.851346974,2.493228977,no
2.288649886,1.951615142,2.033501831,no
2.137342357,2.707154824,3.151303836,no
3.016810344,2.334921082,1.651653773,no
1.680202864,2.238639098,1.839653203,no
3.258613007,2.09279007,1.657851095,no
3.02279808,2.406178186,2.496796925,no
2.330684363,2.498295241,1.972239727,no
2.407710406,1.82232374,1.970615734,no
2.368697349,2.214126401,2.182357257,no
1.68711292,2.731991256,2.824086549,no
2.409467237,2.258629846,2.836769233,no
2.227881442,2.371318902,2.176208702,no
2.385242195,2.63189598,2.192644124,no
2.163239323,2.51677854,1.833951002,no
2.081579711,2.419380622,1.923828576,no
2.484946558,2.093854836,1.83396851,no
1.432517189,2.395747488,2.221048547,no
2.112570476,1.722239142,2.216383197,no
2.596857754,2.514619681,2.244420172,no
1.755161742,2.010836552,1.916811072,no
1.477539028,2.200179647,2.323874997,no
2.231944317,1.911523874,2.504560209,no
1.246222376,2.266773724,2.723163947,no
2.594511961,2.01164991,2.308763456,no
2.494090343,2.272562924,2.077905381,no
1.827522139,2.126481117,1.852352144,no
2.457462972,2.436369713,2.199543963,no
2.090319043,2.245010828,2.476938643,no
3.428861941,2.262117685,2.820153259,no
2.265858814,2.308396208,2.81822278,no
2.752787542,1.552265996,2.34882315,no
2.346306498,1.946523072,1.601646657,no
2.220911349,3.029706229,3.390314385,no
2.525626469,2.076598325,2.599053681,no
2.022793847,1.587561545,2.862223761,no
1.876676742,2.146259975,1.748396273,no
2.098862815,2.006773609,2.224250198,no
2.693903673,2.168891585,2.975245006,no
2.681183493,1.530883734,2.097519534,no
3.123614179,1.544658554,2.615611388,no
1.962768085,2.843772254,2.552104838,no
2.536008463,2.135667291,1.870623509,no
2.388248671,1.669921826,2.06924417,no
1.860835194,2.224698919,2.572517171,no
2.01298788,2.410884292,1.810028587,no
1.930619935,2.401226432,2.080815717,no
2.515310217,2.825628601,3.11505581,no
2.238783774,2.098904023,2.767989161,no
2.677589863,1.975988969,2.426689088,no
2.245384506,2.117737409,2.25535252,no
1.832667991,2.25792895,2.294484395,no
1.87191228,2.213717887,2.643077503,no
1.984288913,2.224936216,2.288683418,no
2.688550777,2.453552395,1.480718043,no
3.401399105,1.93467034,3.064370003,no
2.402830587,2.417924689,2.57496762,no
2.425128173,1.337463719,2.497481647,no
2.319862487,1.853862372,2.321272879,no
2.583804978,2.129708551,3.371698338,no
2.365577052,3.224011321,1.687667035,no
2.38472089,2.982682592,1.971131374,no
1.937445118,2.592368256,2.171376496,no
1.410713093,1.86770779,1.572390288,no
1.485474221,1.646564514,2.906069391,no
2.448134345,1.886347066,1.849509016,no
2.672233937,1.582580812,1.817415593,no
2.849158381,2.553482887,2.040016235,no
1.911566206,2.204433876,2.664241643,no
2.082635554,1.919237664,1.971845046,no
2.301593365,2.720533708,3.290061949,no
2.105275331,2.518680454,1.723523398,no
1.89928401,1.674579553,2.812650964,no
2.878360105,2.87400651,2.640636864,no
2.481243471,2.752944221,1.664266726,no
2.304538656,1.580150177,1.954795786,no
2.52967636,2.561986935,1.649467673,no
1.877625886,2.639084918,2.280492285,no
2.472673462,2.034602329,2.329007416,no
1.837475575,2.823840189,2.657781279,no
1.465200994,1.731530957,2.697744308,no
1.991943127,2.062364669,2.163045556,no
1.963672992,2.219165414,2.831198956,no
2.314234709,2.953224046,2.284145329,no
2.375454605,1.748431973,2.049740367,no
2.416984711,1.597798039,2.151465876,no
1.793884515,2.413494485,2.448642507,no
2.347528579,1.582536874,2.654408916,no
1.358991241,2.220780075,1.898590036,no
1.877546812,1.622477495,2.407286327,no
2.367373913,2.994267436,2.743598567,no
1.888017819,2.217864795,1.792957113,no
2.092637089,1.824953732,2.443029724,no
1.86957658,2.972282895,2.204723346,no
2.464682753,2.123992717,1.274539779,no
2.41328186,2.285969686,1.573721335,no
2.275592744,2.877524677,3.175911552,no
1.678986332,3.289800801,2.132192594,no
2.179050957,2.10520951,2.172314036,no
2.554721316,1.979214371,1.303913701,no
1.958122643,2.676439064,1.34318955,no
1.807568138,2.439793767,1.769371321,no
2.384477779,2.256093262,2.155643574,no
2.458524434,3.064082146,1.385438734,no
2.143353806,2.791746693,1.863376278,no
2.324239686,2.746740459,2.301158959,no
2.141363662,2.503803745,2.307882989,no
2.166114522,1.905477108,2.606337543,no
2.528144147,2.712496486,2.416864506,no
1.574222479,2.049774371,2.047662888,no
1.682217076,2.812081877,1.874217884,no
2.157104347,2.065005291,1.713083387,no
2.930754364,2.429876945,2.780158975,no
2.362019624,2.476883072,1.623150604,no
2.105361099,2.557129304,1.867290426,no
2.261383414,2.645546662,1.623150395,no
2.373018462,2.537385387,1.917849298,no
1.721610176,2.476061565,2.183537316,no
2.331612707,2.762184752,2.630420736,no
1.869784521,2.179583889,1.738093231,no
2.399887014,2.846284734,1.623765789,no
2.110792055,2.537349362,2.56455003,no
2.541123398,2.338096416,1.836959148,no
2.253368095,2.437806746,2.582843995,no
2.323259925,1.972461969,1.64949866,no
2.485417539,2.135245015,2.147805159,no
2.236137098,2.183171358,2.890740043,no
2.416283457,2.231628417,1.842466764,no
1.56713183,1.75111487,2.586549459,no
1.944405158,2.705881818,2.848664546,no
2.48947462,2.489648767,2.31219985,no
2.412704789,2.180189683,2.78380835,no
2.562296689,2.347809468,2.004030969,no
2.275983511,1.52690161,2.166059123,no
1.721422812,1.378904426,2.244245158,no
2.791344479,2.770722197,2.370252346,no
1.886023498,2.674350701,2.294459999,no
1.57211495,2.524800748,1.692742789,no
2.115012761,2.746660209,2.385947479,no
2.111281948,2.507111291,2.188564786,no
2.151264029,2.676928311,3.080246624,no
2.467756128,2.070728218,2.118801773,no
2.319196663,1.850990817,2.742748867,no
2.928355843,2.174517388,2.75834281,no
2.28931424,2.163918578,2.353012761,no
1.977796686,2.247998838,2.207296291,no
2.535710077,2.549795127,2.281874463,no
2.246149501,2.05421669,1.673908144,no
2.368539198,2.661177303,1.418786052,no
1.90554287,1.959376952,1.538513703,no
2.222082339,2.134783426,1.895939644,no
2.558915612,2.563620532,2.146519393,no
2.53408437,2.260583814,2.274211698,no
2.641534824,2.793732662,1.970277504,no
2.073755347,2.323345565,1.14493909,no
2.035105287,2.442730028,2.066049845,no
2.483361145,2.134752905,1.567106084,no
2.222051319,1.834526738,1.874608681,no
3.037818049,2.303216856,1.941718658,no
2.395805897,2.452058576,2.848241672,no
1.745479352,2.463886139,2.160215206,no
1.814433215,2.737759137,2.639305923,no
2.340222219,2.07397704,1.831867379,no
3.44842891,2.597195252,1.902187297,no
1.474361975,2.543265488,2.449774681,no
2.522695703,2.514237829,1.203956555,no
1.901722479,1.840745912,2.351386347,no
1.541782011,2.731733484,2.163899512,no
1.968179083,2.811895836,2.568696529,no
2.605193449,2.599184525,2.400922717,no
2.359589638,1.936683331,2.65996464,no
2.980314863,2.710569984,2.035057469,no
2.621665818,2.069850037,3.136764306,no
2.543347105,2.563563129,2.379085717,no
2.345801469,2.595444225,1.984410915,no
1.137475532,2.875506616,2.311015126,no
2.71939363,1.967910099,2.503460784,no
2.153158633,3.014933409,2.925025234,no
2.040965472,2.390114101,2.390027092,no
1.932185851,2.344242418,2.188134277,no
2.143350414,2.485243648,2.020417,no
2.846988716,2.094947996,2.560975096,no
2.099290634,2.135847237,2.731951978,no
2.887311125,2.965331522,2.462363228,no
2.312321249,0.9792759186,2.059490415,no
2.889551352,1.448614272,1.806142108,no
2.112967714,1.862503083,2.456840988,no
2.252091363,2.389783342,2.677237905,no
2.896237279,2.095101684,2.058818893,no
2.326723357,1.879785976,2.147172082,no
2.558644766,2.128402362,2.099301627,no
2.273508453,2.405635244,2.423129209,no
2.105361103,2.764415096,2.131725295,no
2.083983877,2.291314005,2.188887999,no
2.111110303,2.390182095,2.799962597,no
1.968139753,2.707163799,2.163993623,no
2.140717631,2.060259915,1.759159006,no
1.805839999,2.606494258,1.688584468,no
2.4847679,1.735297152,1.810508889,no
1.831880385,2.425195915,2.274868812,no
2.537646829,1.709585111,3.178539412,no
1.881404816,2.588651714,2.026973761,no
2.376559747,2.692258222,2.138582504,no
2.309279181,2.231861158,2.481275053,no
1.419402838,2.373962698,1.692383605,no
2.062675066,2.583161881,2.173397133,no
1.927435603,3.248141757,1.732262902,no
2.112307795,1.954884067,1.960593097,no
2.202549649,2.346589714,2.500650466,no
1.587388189,3.02598692,2.42151962,no
2.251654022,2.320969898,2.30359848,no
2.293196268,2.49404288,2.302478016,no
1.670078368,1.953073798,2.645957224,no
1.984746065,2.243715231,3.00218375,no
1.639503298,2.995607313,2.226418661,no
1.869092783,1.721223798,2.56032393,no
1.879544282,1.974443191,3.132411289,no
2.341516836,2.48130188,2.664606754,no
2.447599066,2.651330888,2.38538111,no
2.059832842,1.497149679,1.091247116,no
1.912175075,2.629715347,1.51464778,no
2.31802964,2.497301279,2.91342428,no
2.317837044,1.831828596,2.283883132,no
1.816924277,2.742895942,1.889986232,no
2.185047717,2.095240224,2.941533548,no
2.956610409,2.336075782,1.961309596,no
2.470907296,3.532680762,2.022450344,no
2.000242376,1.820180947,2.53118769,no
1.649984906,2.690388426,2.328155573,no
2.699122265,2.811822715,1.610732164,no
1.960834812,2.893148725,2.426791696,no
1.570989033,1.903089813,2.657125067,no
1.627489881,2.571457214,3.368304106,no
2.36219364,2.214061106,2.189782063,no
2.079958983,2.094088313,1.813922185,no
2.827806448,1.334281085,2.32431278,no
2.243309165,2.023089712,1.850564688,no
2.177879588,2.470795559,1.651513295,no
2.385006567,2.335620837,2.392525374,no
2.589329856,1.71050541,2.310552841,no
1.851648528,2.355822172,2.712627201,no
2.261729269,2.063705959,2.246682057,no
2.862212638,1.743763228,2.958121811,no
2.384424897,1.725025693,2.575375167,no
2.377487194,2.763050476,1.67567151,no
2.11685025,2.495000441,2.459734905,no
2.079415858,1.601833799,2.24888203,no
2.831463869,1.941565381,2.653214742,no
2.237557907,2.289391515,2.296675621,no
2.936215819,1.90895858,2.576635929,no
2.471650626,3.135970859,2.967659437,no
2.149488442,2.242792285,2.79245427,no
2.734345042,2.657393857,1.633726866,no
1.502946259,2.951726079,2.871226009,no
1.760006887,2.940493585,2.037218476,no
2.463969651,2.101266456,1.973122263,no
2.624862909,2.154924718,2.803109173,no
2.442881073,2.12296312,2.162121463,no
2.223804035,2.053657079,1.631700042,no
2.748168469,2.694704376,1.898376463,no
2.445806979,1.018475364,2.14568995,no
2.262161068,2.341294195,1.870901553,no
3.447412151,2.652396124,2.360614769,no
2.159721294,2.319666844,3.201799399,no
2.022598936,2.178734,2.423697249,no
2.327279495,2.833246434,2.147585155,no
2.257049412,1.61707145,1.627362864,no
1.32750843,2.183442327,2.069308328,no
1.452965018,1.490698475,1.842250774,no
2.16126629,2.678318249,1.850742924,no
2.06468541,2.709554339,2.763999369,no
2.322428876,2.251097892,2.232795451,no
2.35820507,2.444834512,2.279184123,no
1.991614426,3.357192242,2.156756194,no
2.919977401,1.477301059,2.504930684,no
2.70395683,1.6365575,1.923347483,no
2.297436384,2.340364693,2.553247684,no
2.448795282,2.500318198,3.102382827,no
2.925286854,2.851418262,2.566592366,no
2.035807615,2.506803232,1.618258974,no
2.703749918,2.690274844,2.12234045,no
3.29827013,2.766302827,2.403475516,no
2.749539164,2.251673391,2.321691802,no
2.68347922,2.623531267,2.358511579,no
2.733707549,1.812903273,2.18852144,no
2.521100018,2.394252504,2.783832482,no
3.029081585,3.02867101,1.784060545,no
2.37817175,2.009920009,2.934662382,no
2.817177436,2.679973902,2.249463892,no
2.807097988,2.812116914,2.642158899,no
3.075754864,2.441170594,2.905576541,no
2.146585576,2.397240002,2.348194519,no
1.959438449,1.420425348,2.261636077,no
1.813765107,1.635262437,1.996350322,no
1.842027747,1.764425055,2.061095353,no
2.576938872,2.232917405,2.616382005,no
2.119414722,2.299641678,1.903452004,no
2.246975206,1.953824438,2.002423646,no
2.065816023,1.909315607,2.146127814,no
3.041685468,2.192769177,2.104236713,no
2.207067701,2.300193463,2.296411045,no
1.416000001,2.098330827,2.512384888,no
2.615592286,1.599530035,2.106328274,no
2.254395639,1.84505267,2.639802813,no
2.446717026,2.668733024,2.306229939,no
2.140418668,2.025970616,2.587442334,no
2.264045245,2.130951763,3.00004685,no
2.918306075,2.185500993,1.931397519,no
2.262869197,2.324896886,1.939157231,no
1.996748103,2.109016281,3.147243804,no
2.316031623,1.685714437,2.286620074,no
2.355568953,2.06593555,2.622030368,no
1.719011052,2.107868686,1.584490219,no
2.424489364,2.657454207,2.013022358,no
2.628111058,2.533925572,2.583063054,no
3.141328853,2.417484065,2.28311972,no
2.171139133,2.248257225,2.115267694,no
2.578282302,2.336754138,2.91472969,no
1.830930299,3.198082328,1.766079227,no
2.07879713,2.24931123,2.258459329,no
2.499880386,2.437329454,1.919549991,no
2.536648939,2.971985495,1.987512211,no
2.413763879,2.38808824,2.316633636,no
2.743847046,3.395176429,2.326472792,no
2.02525822,2.405390699,1.899712412,no
2.251016256,2.196991459,2.67971507,no
2.384817685,1.901281328,2.019380952,no
1.381721369,2.824783851,2.286070711,no
3.233905474,1.894694875,2.470224671,no
1.916427833,2.122630074,2.217056768,no
2.165531099,2.462200597,2.83695495,no
2.431199024,1.943890334,2.120051964,no
2.529065526,1.493165783,2.039999567,no
2.37359,2.495438774,1.775344354,no
2.3733261,1.427342037,1.999692442,no
1.816656133,2.309829788,2.401628084,no
2.252099112,2.632669381,2.71373009,no
2.107176592,2.275649431,2.125650951,no
3.450158322,1.906201631,2.604752287,no
2.591278248,2.820938877,2.283892901,no
1.903840642,2.052748105,2.431067893,no
3.118109951,2.556236985,2.374038721,no
2.060200276,2.009605947,1.938174125,no
2.438078428,1.756177927,2.091186765,no
2.315078343,1.939096333,2.515716724,no
3.144715497,2.603546049,2.189387452,no
2.352779953,2.875974787,2.430691509,no
2.750475942,3.127626854,2.092457227,no
2.310988549,2.733412652,2.337166922,no
2.560763015,2.451033551,1.940761261,no
1.827705648,2.806189286,2.048999412,no
2.491966585,2.166769422,2.271651614,no
2.554926903,2.224181214,2.388890231,no
2.528478036,2.028506526,2.121108115,no
2.318320311,2.560634122,2.553711852,no
1.770374938,2.241595573,2.423852705,no
2.167288255,2.358988877,2.625277292,no
2.116571478,2.604396413,2.038290004,no
2.485399306,2.396136383,2.331038588,no
2.221265322,2.45931943,2.184487172,no
2.310461981,1.616324674,2.179879586,no
2.302601724,2.893912365,2.448215374,no
2.591075661,2.460577292,2.302470046,no
2.895045257,1.75512419,1.9463115,no
2.164016191,1.997049791,2.382904251,no
1.850357861,2.015540863,1.814924302,no
1.738848961,2.782384567,2.529160445,no
1.873116696,2.185780802,2.380643479,no
2.233719823,2.205913048,2.634982056,no
2.109008078,2.384305864,2.078483061,no
1.665320917,2.33650805,2.988664925,no
2.266071721,2.341883005,2.246876435,no
1.771033176,2.112700889,2.382712444,no
2.020815932,2.742876597,2.094126569,no
2.902172466,2.640971616,2.212888082,no
2.149524474,2.30883534,1.904220487,no
3.378633967,2.041889178,2.091560852,no
2.079330749,2.50382906,3.017256894,no
1.613065526,1.871725056,2.312712301,no
2.482402182,2.556381664,2.892482325,no
2.608079342,2.092623841,1.765377235,no
2.197514727,2.101372793,2.585264616,no
2.17399416,2.712614231,2.002873202,no
1.872715974,2.241387967,2.450961872,no
2.208518951,2.079484725,3.234605235,no
2.507693311,2.768085709,1.985102468,no
2.153678562,2.642236585,2.270799529,no
1.585140775,1.590601208,2.628427618,no
2.76452319,1.473720057,1.956050644,no
2.090723775,2.411680208,2.911783654,no
2.408555378,2.159626588,1.715191648,no
2.269519521,2.502176388,1.656171271,no
2.746085799,1.980020064,2.642334857,no
2.670800968,2.456318761,2.303774299,no
2.134414263,2.555321114,2.908871949,no
2.89730056,1.914479672,2.38262824,no
2.354892273,2.211504301,2.608879635,no
2.385469346,2.38498288,2.646363871,no
2.889028537,2.469334438,2.207335165,no
1.690763853,2.20210041,2.481274744,no
1.904293934,2.353519842,2.246526041,no
2.447177628,2.692648134,2.107599681,no
2.149478837,2.467012409,2.257051755,no
2.488908526,1.845278194,1.953888172,no
2.111799425,2.662270599,2.259589916,no
2.386593622,2.276934028,2.894441444,no
2.224792984,2.278197687,2.707152784,no
2.250927921,2.785100477,2.413525617,no
2.719571727,2.142549109,1.646338913,no
2.51694131,2.429653266,2.409582484,no
2.477167302,2.277825808,2.311886794,no
2.205678112,2.580436512,1.952530684,no
2.53471479,1.826381096,1.921612077,no
2.276114225,1.305274012,2.543876648,no
2.27486595,2.691085877,2.380383298,no
2.039106264,2.383184327,1.938996993,no
1.860858861,2.442354471,1.632995876,no
1.880905801,3.043402805,2.409600676,no
1.678032598,1.874874026,1.932464271,no
3.060784521,1.930269068,2.660486251,no
2.140132166,3.066428589,2.088235486,no
1.992369368,2.466197006,1.746653174,no
2.648130924,2.351892614,2.48497029,no
2.538229861,2.037217138,2.60524633,no
2.757449323,3.273483047,2.112470878,no
2.226493929,2.641310568,2.59450574,no
1.822191189,2.278987955,2.464384167,no
2.338153167,2.547954937,1.708762019,no
2.526789113,2.259240314,2.832149046,no
2.667830884,2.749923495,1.193120075,no
2.146609389,2.697741192,2.454233583,no
2.071422051,1.414674053,2.015882332,no
1.564198713,2.216653501,2.224097703,no
1.891164332,2.717012394,2.655750093,no
2.081033865,2.344231463,2.450369978,no
1.448822393,2.358811209,3.107582655,no
1.654175693,2.270677845,2.669337707,no
2.895834051,2.42705818,1.910814713,no
2.647914625,2.07606015,2.563815627,no
2.158099348,2.082539653,2.302291888,no
1.57374703,2.452668594,1.790918909,no
2.107984888,2.214415844,2.008574193,no
2.687611671,1.819943934,2.202519928,no
3.137722701,2.078159887,2.82255269,no
2.50468861,2.497919759,1.992027473,no
2.623363167,2.297284968,2.201839279,no
1.850702664,2.839933511,2.085442529,no
2.607351415,2.14608768,2.282080269,no
2.570906765,2.11466145,1.812001667,no
2.6146329,1.526331015,2.337101037,no
2.032260114,2.491362645,1.683874857,no
2.221540701,1.801518016,1.589121155,no
1.74436913,2.56324606,2.760723589,no
1.991394918,2.627799518,2.804529416,no
2.508800065,1.479809915,2.146026228,no
2.586913228,2.176337361,2.511368866,no
2.077624827,2.358296239,2.252722088,no
2.58279498,1.918859632,2.67661401,no
2.258103165,2.832463241,2.217152677,no
2.285573552,2.519323135,2.230974336,no
2.904913781,2.252207568,2.225555366,no
2.188182375,1.919438619,2.144200073,no
2.656719384,1.914200458,2.186515086,no
2.383773162,2.801632744,2.899269786,no
2.49770009,3.131575661,2.247653603,no
2.399492658,2.076844476,1.76657574,no
2.365161495,2.335413537,3.405464011,no
2.480363731,2.299426718,2.740136938,no
1.902188456,1.716044547,2.355632068,no
2.35525911,2.373578319,2.265613415,no
2.508332432,2.034870978,2.354462834,no
1.989187286,2.297974422,2.651284072,no
2.232575519,2.564854639,2.720697145,no
2.237207196,1.995488985,2.259714694,no
2.698503501,3.72852537,2.428051075,no
2.457547636,1.655008351,2.399533973,no
2.450626751,1.207334075,2.187783227,no
2.536138182,2.575937999,3.189014417,no
1.745844963,2.441788676,1.876257823,no
2.699256085,2.074089962,2.297134023,no
2.524332372,2.811657018,2.116582241,no
1.968372692,2.034502804,1.768759078,no
2.693325593,2.282025871,2.720704872,no
2.033854523,2.287231798,1.67539829,no
2.505627765,2.019120147,2.519257519,no
2.209767125,2.433529522,2.187450811,no
2.161817297,2.436806857,2.464192375,no
2.202706908,2.281072428,2.198517219,no
2.345772254,2.368274692,2.680845856,no
2.343749701,2.409148816,2.813592406,no
2.322324668,2.036369507,1.709886803,no
1.820485411,2.232159494,1.909181118,no
2.627864068,2.748356492,2.263293856,no
2.256161415,2.02764087,2.112553393,no
2.763538154,2.029160092,1.969813927,no
2.855241879,2.412273829,2.221128782,no
2.752479259,2.311391759,2.401231087,no
1.673814131,2.873379028,2.507496522,no
2.767319963,2.330320483,2.130799466,no
1.810787065,1.933024114,2.181543203,no
2.917380524,2.05601881,2.025047067,no
2.411676367,2.26217997,1.995885127,no
3.657409523,2.254911951,1.893199152,no
2.726271571,1.962918625,2.950054206,no
2.366896468,1.910001222,1.722934389,no
1.445249147,2.251905751,1.980868708,no
2.702454696,2.561100198,2.346216162,no
2.107336622,2.191874567,2.529887095,no
1.660203528,2.828750246,1.067093077,no
1.558779474,1.991192796,2.049459185,no
1.917338764,2.143311902,1.702752819,no
2.891186956,2.769422139,3.090537158,no
1.655671248,1.827517423,2.36366822,no
1.711152109,2.033337276,2.341081309,no
2.820065073,1.932564609,2.239728394,no
3.106684885,2.263096524,3.001699916,no
2.146474728,1.962392167,2.081074315,no
2.049490512,2.097654413,2.495222605,no
2.444796959,2.119976229,2.949579821,no
1.814550687,2.587764104,2.348274402,no
2.172604763,2.510496534,2.028600787,no
2.171902952,2.36553031,1.892068308,no
2.405091293,2.374127123,2.330361333,no
2.205781923,2.708264603,2.344255873,no
2.582828112,2.371597713,2.609657571,no
2.731829539,1.209145126,2.675326784,no
2.339505232,2.210907039,2.380810608,no
2.506094662,1.709284112,3.411731643,no
1.869888461,2.180642077,2.514462809,no
